Date,GOLD,sp500,VNQ
2020-10-28,0.005645787065528651,-0.011806254172821995,0.003612025921597928
2020-10-27,0.017401021711366482,0.03657869233849875,-0.0017995130729332454
2020-10-26,-0.003242847429258844,0.0030347894817559506,-0.0002120890774124362
2020-10-23,-0.0002623707823896648,0.018941654880813452,-0.007000424268137406
2020-10-22,-0.00031492756665973953,-0.0034339569283687865,-0.01698355052339251
2020-10-21,0.01307361125695694,-0.005191849404515336,0.002173204389873007
2020-10-20,-0.0073075926405804514,0.002200514617704208,-0.009975062344139696
2020-10-19,-0.0019317113918764228,-0.0047050349682845605,-0.0024093746577592556
2020-10-16,-0.0027724015274362968,0.016600912772985588,0.002195630694917128
2020-10-15,0.0013113722198909716,-0.00013490976832830626,-0.007558330594807927
2020-10-14,-0.0008381790560009206,0.0015301406121710492,0.009161147902869926
2020-10-13,-0.006658627379017457,0.006667297279479012,0.007765503664005191
2020-10-12,0.018104085295049144,0.006346937438957978,0.005426524853483938
2020-10-09,-0.001399761522111076,-0.01615349355727702,0.004857512953367893
2020-10-08,-0.01614577925449079,-0.008714083166289521,0.0017187667848317378
2020-10-07,-0.0022690095509471098,-0.007943530722431924,-0.0005361930294905948
2020-10-06,0.00951977998730702,-0.017108014446767794,-0.014055793991416321
2020-10-05,0.005919949706622019,0.014186465136345472,-0.0037000761780390246
2020-10-02,-0.006510077600125008,-0.0176581207112535,0.0031676679410159725
2020-10-01,0.004560704550220285,0.009664201837273456,0.013283972125435417
2020-09-30,-0.010854250378333208,-0.005265026029342201,0.004728132387706863
2020-09-29,0.00406225270377214,-0.008186143324412809,-0.004598930481283459
2020-09-28,-0.010981504833963873,0.004835900187979636,-0.01514988718169119
2020-09-25,-0.008500239069223814,-0.015855113975414725,0.006436831769583318
2020-09-24,0.005679687081391105,-0.01572552039436581,0.004119241192411804
2020-09-23,-0.004528744205871349,-0.002978509759470782,0.0005397819281012239
2020-09-22,0.020980518090344624,0.02429778925645376,0.002050064738886359
2020-09-21,0.0015726567414551251,-0.010408466719146414,0.0019381931732529445
2020-09-18,0.02695488328273843,0.011706582628784545,-0.005803331542181489
2020-09-17,-0.006217827837520895,0.011309034273543794,-0.010161063668792658
2020-09-16,0.010564644340735452,0.008483739994816775,-0.013541552910341759
2020-09-15,-0.002182187262116164,0.004640391789667131,0.00022141038414691394
2020-09-14,-0.0012714881497304376,-0.005192285075855563,0.007194244604316502
2020-09-11,-0.008046035545144381,-0.012581497484882798,-0.009450549450549461
2020-09-10,0.008419323373889842,-0.0005327794023890497,0.001442201020634526
2020-09-09,-0.004785419742401764,0.017899550489789418,0.008862301982940135
2020-09-08,-0.005984960867563616,-0.019747216795725664,0.005490282200505181
2020-09-07,-0.003139151914368088,0.02854878985785625,-0.00502347930544933
2020-09-06,0.0018326364152601027,0.008199687186310811,0.0026341784655909972
2020-09-04,-0.0032720995542731,0.03640457763396299,0.004378762999452723
2020-09-03,0.0018094401075323674,-0.015133320673361594,0.0031607629427794492
2020-09-02,0.003560738982351097,-0.007468844370720151,0.0009778357235983304
2020-09-01,0.01758626009153086,0.002199805160114421,0.007163790296320638
2020-08-31,-0.00015159937338937723,-0.006687552201960711,-0.01174695549089344
2020-08-28,-0.001870009097341474,-0.001670230015353491,0.00621592148309702
2020-08-27,-0.021418806015494507,-0.010092763738490773,0.0011921534626639918
2020-08-26,0.010297009210390229,-0.0035834383584715246,-0.011149599480407058
2020-08-25,-0.015057618437900211,-0.009943811055932561,0.0030651340996168397
2020-08-24,0.008371899537205518,-0.0034293350916646537,-0.0005456728145804002
2020-08-21,0.004022277227722748,-0.0031487131923995104,0.007643590303559655
2020-08-20,-0.0002568053415511473,0.004423900321495866,0.012028608582574707
2020-08-19,0.012227074235807933,-0.0022980842414552782,-0.003747724595781099
2020-08-18,0.02172258031771812,-0.0027025508650232455,0.009028374892519286
2020-08-17,-0.007153146887884265,0.00017196139763098195,0.00798892202812107
2020-08-14,-0.024465902836844022,0.002051324616191952,0.000951072598541769
2020-08-13,0.010565186172940777,-0.01380330439155708,0.009501689189189255
2020-08-12,-0.010860738936256609,0.0080331404539713,-0.006693160426688993
2020-08-11,-0.0013853258081067965,-0.0027347365100713894,0.008422825858075411
2020-08-10,0.04798849098289071,-0.0006325941132940827,-0.003445395698475684
2020-08-07,-0.005736137667304075,-0.006386676062057339,-0.004819277108433773
2020-08-06,0.020414201183432068,-0.006388662678009527,0.004000421096957751
2020-08-05,-0.009712960278341454,-0.003598960837862264,-0.003669917164726977
2020-08-04,-0.013809593519738539,-0.007129827202612793,0.0007366870132603509
2020-08-03,-0.017169717961405317,-0.007612071706326939,-0.01219896939741294
2020-07-31,-0.000201379449227157,0.00376437826148579,0.0033003300330032292
2020-07-30,-0.009617805528979395,-0.012275812965713673,0.010292869269949101
2020-07-29,0.005033557046979942,0.0065155789761499605,0.0006301859048418734
2020-07-28,-0.006475438862751037,-0.0073408429312744605,0.0033588747769497385
2020-07-27,-0.004328122613167729,0.006228950470047678,-0.00020922690658031762
2020-07-24,-0.015444410350823334,0.012473498451629705,0.01119598200272054
2020-07-23,-0.004051527114066089,-0.005714250828749434,0.007553807947019875
2020-07-22,-0.012934181704391423,-0.001676234918490782,0.005956660162267591
2020-07-21,-0.012152594314699394,-0.00833681853965762,0.0060234813680448696
2020-07-20,-0.015778776208814738,-0.002840547890831102,0.010351126446113135
2020-07-17,-0.0034780718439214597,0.0034177455318962213,0.0
2020-07-16,-0.00392648742978674,-0.009000297530496915,-0.0011048613901164517
2020-07-15,0.008267177662195424,-0.013229002476919716,-0.013474107591754714
2020-07-14,-5.430060816680182e-05,0.00945100500123619,0.01192538986851499
2020-07-13,0.001194678251425385,-0.010357797704267369,0.002921031426269094
2020-07-10,-0.00672560611813211,0.005675671388461367,-0.013658732549964858
2020-07-09,0.0012013323868289572,-0.007766708518142318,-0.02708481824661435
